timestamp,grams
2025-09-25T16:17:24.596201,607.0662659254247
2025-09-25T16:17:25.140136,607.8355297843326
2025-09-25T16:17:25.889856,607.4308649418862
2025-09-25T16:17:26.639581,607.3427201247197
2025-09-25T16:17:27.389231,608.3804250177258
2025-09-25T16:17:28.138902,608.4645632522938
2025-09-25T16:17:28.888535,608.3363526091424
2025-09-25T16:17:29.638186,607.3667596203105
2025-09-25T16:17:30.387847,608.4405237567029
2025-09-25T16:17:31.137501,607.8675824451204
2025-09-25T16:17:31.887171,608.2241682963851
2025-09-25T16:17:32.636857,607.6352006544087
2025-09-25T16:17:33.386535,607.8355297843326
2025-09-25T16:17:34.136211,607.839536366931
2025-09-25T16:17:34.885899,607.6952993933859
2025-09-25T16:17:35.635543,607.9837733404763
2025-09-25T16:17:36.385236,608.4285040089075
2025-09-25T16:17:37.134938,608.1640695574079
2025-09-25T16:17:37.884580,608.6007870606421
2025-09-25T16:17:38.634207,607.6031479936208
2025-09-25T16:17:39.383833,608.4886027478847
2025-09-25T16:17:40.133481,607.7594047149615
2025-09-25T16:17:40.883144,608.7249911211949
2025-09-25T16:17:41.632766,608.2321814615821
2025-09-25T16:17:42.382418,607.839536366931
2025-09-25T16:17:43.132031,607.9276811840977
2025-09-25T16:17:43.881651,608.2201617137865
2025-09-25T16:17:44.631299,608.0078128360672
2025-09-25T16:17:45.381009,608.6769121300132
2025-09-25T16:17:46.130664,608.2201617137865
2025-09-25T16:17:46.880405,608.5847607302481
2025-09-25T16:17:47.630095,608.0318523316581
2025-09-25T16:17:48.379795,608.1680761400063
2025-09-25T16:17:49.129523,608.8011161905661
2025-09-25T16:17:49.879196,608.4605566696953
2025-09-25T16:17:50.628922,607.7994705409462
2025-09-25T16:17:51.378655,608.6849252952102
2025-09-25T16:17:52.128312,607.9316877666961
2025-09-25T16:17:52.877945,608.2121485485897
2025-09-25T16:17:53.627623,609.1416757114367
2025-09-25T16:17:54.377334,607.9156614363021
2025-09-25T16:17:55.126981,608.1841024704003
2025-09-25T16:17:55.876631,609.4141233281333
2025-09-25T16:17:56.626342,608.6408528866268
2025-09-25T16:17:57.376034,608.8772412599371
2025-09-25T16:17:58.125703,608.6528726344224
2025-09-25T16:17:58.875409,608.9733992423006
2025-09-25T16:17:59.625083,609.1176362158459
2025-09-25T16:18:00.374771,608.4124776785136
2025-09-25T16:18:01.124473,608.3724118525288
2025-09-25T16:18:01.874198,608.8211491035585
2025-09-25T16:18:02.623891,609.0415111464747
2025-09-25T16:18:03.373545,608.3163196961501
2025-09-25T16:18:04.123243,608.4805895826877
2025-09-25T16:18:04.872898,608.993432155293
2025-09-25T16:18:05.622574,608.5687343998543
2025-09-25T16:18:06.372255,608.9253202511188
2025-09-25T16:18:07.121982,608.4485369218999
2025-09-25T16:18:07.871690,608.3603921047334
2025-09-25T16:18:08.621409,608.8011161905661
2025-09-25T16:18:09.371098,608.8732346773386
2025-09-25T16:18:10.120822,608.4886027478847
2025-09-25T16:18:10.870567,608.8652215121417
2025-09-25T16:18:11.620281,607.9076482711052
2025-09-25T16:18:12.369986,608.1520498096124
2025-09-25T16:18:13.119663,608.13201689662
2025-09-25T16:18:13.869314,608.4645632522938
2025-09-25T16:18:14.618966,608.0799313228398
2025-09-25T16:18:15.368636,608.7650569471797
2025-09-25T16:18:16.118311,608.7289977037934
2025-09-25T16:18:16.868015,607.7874507931508
2025-09-25T16:18:17.617685,607.771424462757
2025-09-25T16:18:18.367356,608.0118194186657
2025-09-25T16:18:19.116976,608.039865496855
2025-09-25T16:18:19.866582,607.7313586367721
2025-09-25T16:18:20.616257,608.2802604527637
2025-09-25T16:18:21.365958,608.6849252952102
2025-09-25T16:18:22.115616,609.0495243116717
2025-09-25T16:18:22.865331,607.8715890277189
2025-09-25T16:18:23.615048,608.909293920725
2025-09-25T16:18:24.364737,607.747384967166
2025-09-25T16:18:25.114414,607.9637404274839
2025-09-25T16:18:25.864122,607.8235100365372
2025-09-25T16:18:26.613806,607.8916219407113
2025-09-25T16:18:27.363506,607.8996351059083
2025-09-25T16:18:28.113238,608.148043227014
2025-09-25T16:18:28.862899,608.7289977037934
2025-09-25T16:18:29.612592,608.5847607302481
2025-09-25T16:18:30.362314,608.7249911211949
2025-09-25T16:18:31.112026,609.0134650682854
2025-09-25T16:18:31.861727,608.700951625604
2025-09-25T16:18:32.611422,609.0575374768687
2025-09-25T16:18:33.361095,608.9894255726946
2025-09-25T16:18:34.110770,609.1216427984443
2025-09-25T16:18:34.860415,608.3083065309531
