timestamp,grams
2025-09-25T15:08:21.125395,609.9045796709099
2025-09-25T15:08:21.669332,610.2542933715768
2025-09-25T15:08:22.419076,610.5418357476807
2025-09-25T15:08:23.168796,610.918749402844
2025-09-25T15:08:23.918472,611.1596632855257
2025-09-25T15:08:24.668201,611.0508634675404
2025-09-25T15:08:25.417939,611.0586348831107
2025-09-25T15:08:26.167655,611.1285776232442
2025-09-25T15:08:26.917341,611.5987482652519
2025-09-25T15:08:27.667026,612.3875469456451
2025-09-25T15:08:28.416751,612.6750893217489
2025-09-25T15:08:29.166453,611.9173763036373
2025-09-25T15:08:29.916166,612.1349759396079
2025-09-25T15:08:30.665822,614.6956573700468
2025-09-25T15:08:43.835205,614.1516582801205
2025-09-25T15:08:44.584923,614.3653722083059
2025-09-25T15:08:45.334651,614.2954294681724
2025-09-25T15:08:46.084347,614.575200428706
2025-09-25T15:08:46.834044,615.1735994276249
2025-09-25T15:08:47.583699,614.3109722993132
2025-09-25T15:08:48.333404,614.5790861364911
2025-09-25T15:08:49.083137,614.9521140838692
2025-09-25T15:08:49.832816,615.1658280120546
2025-09-25T15:08:50.582494,615.2823992456102
2025-09-25T15:08:51.332183,615.8497125822477
2025-09-25T15:08:52.081884,615.5427416672178
2025-09-25T15:08:52.831562,615.5893701606401
2025-09-25T15:08:53.581253,615.2901706611806
2025-09-25T15:08:54.331010,615.3018277845362
2025-09-25T15:08:55.080729,615.0803424407804
2025-09-25T15:08:55.830448,614.948228376084
2025-09-25T15:08:56.580132,615.2513135833287
2025-09-25T15:08:57.329861,615.1580565964842
2025-09-25T15:08:58.079625,615.8302840433217
2025-09-25T15:08:58.829360,616.3975973799592
2025-09-25T15:08:59.579200,615.8380554588921
2025-09-25T15:09:00.328973,615.6981699786253
2025-09-25T15:09:01.078708,615.5699416217142
2025-09-25T15:09:01.828457,615.3717705246695
2025-09-25T15:09:02.578140,615.3095992001065
2025-09-25T15:09:03.327889,615.7214842253364
2025-09-25T15:09:04.077579,615.6126844073513
2025-09-25T15:09:04.827288,615.441713264803
